branch_code,measurement_period,pass_percentage,new_enrollments,revenue,cleanliness_score,measurement_date
B040,year 1,72.75,89,161959.41,55.94,2024-01-01
B070,year 1,68.36,82,127071.46,48.24,2024-01-01
B293,year 1,80.8,61,95500.25,56.5,2024-01-01
B304,year 1,63.29,56,100879.21,46.38,2024-01-01
B284,year 1,68.24,93,118440.65,61.42,2024-01-01
B337,year 1,73.59,69,143297.97,46.4,2024-01-01
B278,year 1,78.17,86,213993.77,64.06,2024-01-01
B358,year 1,78.05,153,262499.86,59.01,2024-01-01
B335,year 1,76.99,78,169527.39,75.17,2024-01-01
B325,year 1,66.56,52,112398.65,72.59,2024-01-01
B342,year 1,62.65,49,83538.88,68.53,2024-01-01
B194,year 1,80.24,31,58815.08,45.13,2024-01-01
B106,year 1,71.59,42,58477.56,69.22,2024-01-01
B204,year 1,73.39,27,49499.68,62.26,2024-01-01
B395,year 1,77.57,40,59619.55,54.02,2024-01-01
B239,year 1,71.46,12,23894.35,81.02,2024-01-01
B200,year 1,71.84,63,97123.14,58.93,2024-01-01
B147,year 1,74.21,20,48478.65,59.07,2024-01-01
B263,year 1,61.11,65,130965.77,59.9,2024-01-01
B086,year 1,75.42,59,103268.73,61.47,2024-01-01
B017,year 1,67.3,55,82517.3,46.86,2024-01-01
B001,year 1,68.15,35,61574.68,79.12,2024-01-01
B002,year 1,76.98,25,37494.93,53.07,2024-01-01
B003,year 1,79.53,36,69183.94,52.24,2024-01-01
B004,year 1,66.28,50,62151.44,68.62,2024-01-01
B008,year 1,69.98,27,52047.44,62.4,2024-01-01
B010,year 1,67.83,37,74337.88,69.09,2024-01-01
B012,year 1,74.61,29,30443.12,47.26,2024-01-01
B013,year 1,75.98,39,52586.14,44.93,2024-01-01
B014,year 1,63.1,33,73389.35,67.89,2024-01-01
B019,year 1,65.03,53,98351.89,61.6,2024-01-01
B021,year 1,67.5,108,179707.67,71.5,2024-01-01
B024,year 1,67.63,35,36628.71,54.56,2024-01-01
B026,year 1,75.0,13,32688.31,63.96,2024-01-01
B027,year 1,72.36,38,66704.21,58.96,2024-01-01
B028,year 1,70.75,49,89372.95,66.32,2024-01-01
B030,year 1,81.97,50,106421.47,59.86,2024-01-01
B031,year 1,63.38,27,40583.65,62.87,2024-01-01
B032,year 1,82.22,35,64883.95,69.2,2024-01-01
B033,year 1,65.97,22,59613.96,67.41,2024-01-01
B035,year 1,84.87,155,224533.23,55.41,2024-01-01
B037,year 1,76.46,14,24890.69,60.75,2024-01-01
B038,year 1,67.75,67,109344.27,53.29,2024-01-01
B039,year 1,77.51,23,40281.37,55.66,2024-01-01
B041,year 1,66.44,32,57115.92,63.04,2024-01-01
B042,year 1,72.87,100,143772.89,64.7,2024-01-01
B043,year 1,76.65,41,81959.5,76.32,2024-01-01
B044,year 1,80.69,141,187339.82,51.14,2024-01-01
B045,year 1,72.39,41,44862.92,77.16,2024-01-01
B047,year 1,71.13,142,210709.59,51.88,2024-01-01
B048,year 1,64.93,44,59418.05,50.4,2024-01-01
B049,year 1,70.18,91,217952.56,59.54,2024-01-01
B050,year 1,69.81,52,86849.92,69.89,2024-01-01
B052,year 1,82.25,48,113200.45,87.99,2024-01-01
B054,year 1,73.55,22,57359.39,60.39,2024-01-01
B055,year 1,69.43,52,76314.78,60.01,2024-01-01
B056,year 1,79.06,48,93249.76,41.48,2024-01-01
B057,year 1,71.5,146,238314.11,50.93,2024-01-01
B058,year 1,80.95,43,74474.8,51.16,2024-01-01
B059,year 1,69.19,73,128922.66,61.51,2024-01-01
B060,year 1,70.94,58,86250.32,75.44,2024-01-01
B061,year 1,66.48,31,66983.07,66.13,2024-01-01
B062,year 1,66.69,56,91532.82,74.39,2024-01-01
B063,year 1,68.23,135,179909.46,50.03,2024-01-01
B064,year 1,80.71,152,266136.97,62.63,2024-01-01
B065,year 1,71.12,61,94242.46,64.97,2024-01-01
B066,year 1,73.96,138,241177.68,45.66,2024-01-01
B068,year 1,66.36,125,261253.6,61.23,2024-01-01
B069,year 1,74.49,45,94602.6,54.09,2024-01-01
B071,year 1,74.24,31,36215.75,65.58,2024-01-01
B074,year 1,78.84,31,37545.8,49.5,2024-01-01
B075,year 1,68.16,13,30761.03,64.17,2024-01-01
B076,year 1,68.0,25,44294.34,47.51,2024-01-01
B078,year 1,67.89,52,101022.88,66.66,2024-01-01
B079,year 1,74.06,66,95707.81,64.85,2024-01-01
B081,year 1,86.02,134,236034.26,61.29,2024-01-01
B082,year 1,80.66,85,148950.16,56.76,2024-01-01
B083,year 1,76.36,74,157474.77,53.97,2024-01-01
B084,year 1,72.61,137,195617.96,69.68,2024-01-01
B085,year 1,74.69,166,203200.66,68.45,2024-01-01
B087,year 1,78.63,154,242040.73,44.6,2024-01-01
B088,year 1,74.26,94,181372.4,51.8,2024-01-01
B089,year 1,77.08,167,245991.51,63.3,2024-01-01
B090,year 1,78.05,107,184764.94,63.97,2024-01-01
B091,year 1,70.73,21,39856.22,58.55,2024-01-01
B092,year 1,81.04,30,59647.36,64.55,2024-01-01
B093,year 1,76.78,35,70005.54,73.16,2024-01-01
B096,year 1,68.58,22,47666.51,56.86,2024-01-01
B097,year 1,80.56,84,137522.23,58.96,2024-01-01
B098,year 1,64.76,59,95799.39,61.21,2024-01-01
B099,year 1,74.16,78,158604.37,60.92,2024-01-01
B101,year 1,71.08,33,58831.85,63.41,2024-01-01
B102,year 1,75.01,87,128299.16,56.75,2024-01-01
B103,year 1,70.37,148,209427.35,77.95,2024-01-01
B104,year 1,71.01,59,85200.83,68.85,2024-01-01
B107,year 1,74.83,25,30593.76,56.05,2024-01-01
B108,year 1,70.72,21,31025.87,55.6,2024-01-01
B111,year 1,66.13,66,90706.93,58.07,2024-01-01
B112,year 1,73.44,133,290147.43,57.71,2024-01-01
B113,year 1,69.09,38,67406.54,67.19,2024-01-01
B114,year 1,69.7,54,93108.88,68.27,2024-01-01
B115,year 1,77.87,84,164027.23,59.39,2024-01-01
B116,year 1,72.23,44,81615.5,58.13,2024-01-01
B117,year 1,71.46,35,68712.31,69.27,2024-01-01
B118,year 1,82.56,20,29565.69,77.47,2024-01-01
B120,year 1,71.18,133,221672.94,58.21,2024-01-01
B121,year 1,73.22,58,108918.62,56.09,2024-01-01
B122,year 1,79.09,56,69930.27,77.9,2024-01-01
B123,year 1,73.28,52,65783.34,39.36,2024-01-01
B124,year 1,75.02,54,79556.88,63.87,2024-01-01
B125,year 1,70.26,59,106184.96,62.7,2024-01-01
B126,year 1,80.84,30,47241.83,60.59,2024-01-01
B127,year 1,74.6,32,35737.21,77.12,2024-01-01
B128,year 1,72.48,81,114500.03,64.46,2024-01-01
B129,year 1,75.45,23,35261.22,70.55,2024-01-01
B130,year 1,73.08,41,107730.81,56.61,2024-01-01
B132,year 1,81.35,34,72539.01,56.84,2024-01-01
B133,year 1,76.6,39,67134.68,58.89,2024-01-01
B134,year 1,61.59,60,111034.24,67.88,2024-01-01
B135,year 1,67.34,121,231258.0,76.23,2024-01-01
B136,year 1,77.33,46,80091.13,42.99,2024-01-01
B137,year 1,71.06,78,162323.17,51.94,2024-01-01
B138,year 1,70.25,86,132514.74,66.94,2024-01-01
B139,year 1,79.11,56,148210.04,69.95,2024-01-01
B141,year 1,75.1,121,228177.61,57.64,2024-01-01
B142,year 1,79.04,143,261745.69,80.68,2024-01-01
B143,year 1,73.64,128,235831.36,57.91,2024-01-01
B144,year 1,71.75,34,74001.61,62.31,2024-01-01
B145,year 1,82.13,47,78809.4,64.43,2024-01-01
B146,year 1,74.58,26,55686.8,60.68,2024-01-01
B148,year 1,65.38,127,176219.11,78.7,2024-01-01
B149,year 1,67.54,68,79300.41,78.31,2024-01-01
B150,year 1,70.13,47,77345.56,70.45,2024-01-01
B151,year 1,75.2,78,86477.26,77.04,2024-01-01
B152,year 1,80.62,105,174835.34,63.84,2024-01-01
B153,year 1,70.34,191,234660.86,62.72,2024-01-01
B154,year 1,79.25,81,171146.99,33.3,2024-01-01
B155,year 1,79.56,20,33818.07,48.86,2024-01-01
B156,year 1,77.37,51,74061.19,67.56,2024-01-01
B157,year 1,72.17,95,140234.68,47.76,2024-01-01
B159,year 1,71.14,48,74796.45,59.61,2024-01-01
B162,year 1,70.5,53,103890.22,72.08,2024-01-01
B164,year 1,72.29,86,155357.17,62.3,2024-01-01
B165,year 1,74.76,31,83280.08,71.02,2024-01-01
B167,year 1,73.26,139,289581.64,67.45,2024-01-01
B168,year 1,78.47,60,64368.54,73.81,2024-01-01
B170,year 1,66.0,87,155409.9,81.12,2024-01-01
B171,year 1,72.29,42,67535.01,65.49,2024-01-01
B172,year 1,73.54,105,188001.14,71.9,2024-01-01
B173,year 1,76.6,65,150749.71,79.03,2024-01-01
B174,year 1,66.21,16,38738.17,64.33,2024-01-01
B175,year 1,74.9,24,43645.87,58.68,2024-01-01
B176,year 1,78.33,53,105475.08,69.88,2024-01-01
B177,year 1,72.1,84,156445.3,62.24,2024-01-01
B178,year 1,73.35,25,62582.72,53.7,2024-01-01
B179,year 1,66.73,100,134314.71,80.21,2024-01-01
B181,year 1,77.08,45,82819.15,60.74,2024-01-01
B182,year 1,61.44,81,201775.8,73.38,2024-01-01
B183,year 1,84.98,70,127695.15,71.55,2024-01-01
B184,year 1,76.82,118,229472.45,53.96,2024-01-01
B185,year 1,71.1,15,22586.7,51.91,2024-01-01
B186,year 1,72.73,45,104343.16,52.9,2024-01-01
B187,year 1,76.24,50,93582.5,53.32,2024-01-01
B188,year 1,74.04,87,113647.8,47.41,2024-01-01
B189,year 1,75.03,160,253883.29,59.12,2024-01-01
B191,year 1,74.49,53,109960.94,48.18,2024-01-01
B192,year 1,80.21,17,29161.05,72.71,2024-01-01
B193,year 1,71.28,35,64223.45,52.81,2024-01-01
B195,year 1,81.83,81,143494.44,66.96,2024-01-01
B196,year 1,72.71,145,229351.9,56.06,2024-01-01
B198,year 1,66.74,103,145325.74,79.6,2024-01-01
B199,year 1,80.25,78,141925.53,66.78,2024-01-01
B202,year 1,81.83,51,88796.82,52.25,2024-01-01
B203,year 1,70.29,71,127292.34,63.54,2024-01-01
B205,year 1,66.15,59,61748.93,67.55,2024-01-01
B206,year 1,77.4,120,165504.18,54.58,2024-01-01
B207,year 1,71.41,101,180476.02,52.09,2024-01-01
B210,year 1,72.35,34,62958.81,55.92,2024-01-01
B211,year 1,80.08,58,77901.82,60.23,2024-01-01
B212,year 1,78.05,90,155609.39,63.31,2024-01-01
B213,year 1,70.22,96,208406.94,70.76,2024-01-01
B215,year 1,67.7,58,76456.53,51.0,2024-01-01
B216,year 1,62.83,144,237702.89,70.83,2024-01-01
B217,year 1,72.32,14,27471.49,64.08,2024-01-01
B218,year 1,74.35,29,40467.33,55.31,2024-01-01
B219,year 1,74.5,48,74671.63,73.24,2024-01-01
B220,year 1,74.29,38,77911.32,70.44,2024-01-01
B221,year 1,79.33,89,182005.94,52.35,2024-01-01
B224,year 1,71.8,45,79143.86,67.91,2024-01-01
B225,year 1,73.17,121,229937.2,52.72,2024-01-01
B227,year 1,70.87,33,66690.17,74.67,2024-01-01
B229,year 1,71.38,38,97025.41,57.45,2024-01-01
B230,year 1,70.71,60,96243.89,63.32,2024-01-01
B232,year 1,73.56,46,106255.73,35.99,2024-01-01
B233,year 1,77.37,44,74100.96,60.68,2024-01-01
B235,year 1,65.84,39,42253.06,57.22,2024-01-01
B236,year 1,58.46,95,116454.99,63.67,2024-01-01
B237,year 1,71.58,75,168847.6,73.83,2024-01-01
B238,year 1,72.99,42,83427.81,52.58,2024-01-01
B241,year 1,71.26,54,121719.97,75.97,2024-01-01
B242,year 1,71.62,48,63873.07,79.79,2024-01-01
B243,year 1,76.41,36,58323.81,71.04,2024-01-01
B244,year 1,73.25,54,87119.44,56.08,2024-01-01
B245,year 1,75.68,64,97697.11,57.81,2024-01-01
B246,year 1,73.29,99,163524.83,52.74,2024-01-01
B247,year 1,79.76,48,69179.08,73.48,2024-01-01
B248,year 1,75.3,26,57893.2,54.83,2024-01-01
B249,year 1,66.17,28,73565.16,75.57,2024-01-01
B250,year 1,75.57,104,150269.22,71.47,2024-01-01
B251,year 1,73.77,88,152037.93,66.99,2024-01-01
B252,year 1,77.38,10,23220.01,44.07,2024-01-01
B253,year 1,82.81,167,200078.04,58.89,2024-01-01
B254,year 1,71.27,136,235548.12,55.65,2024-01-01
B255,year 1,70.23,57,90222.26,66.06,2024-01-01
B256,year 1,76.84,24,35411.58,48.87,2024-01-01
B257,year 1,73.52,77,107339.62,74.56,2024-01-01
B259,year 1,73.36,157,268575.55,87.73,2024-01-01
B260,year 1,75.86,65,79148.79,75.06,2024-01-01
B262,year 1,74.57,127,238813.16,54.06,2024-01-01
B266,year 1,70.43,25,46298.21,49.13,2024-01-01
B267,year 1,76.1,34,61658.98,61.95,2024-01-01
B268,year 1,68.91,163,244706.31,54.67,2024-01-01
B269,year 1,71.65,53,126471.59,57.83,2024-01-01
B270,year 1,72.96,23,46944.87,47.89,2024-01-01
B271,year 1,79.43,109,157043.25,87.52,2024-01-01
B272,year 1,69.2,98,170160.96,82.4,2024-01-01
B274,year 1,78.07,54,95664.07,56.05,2024-01-01
B275,year 1,68.03,42,94530.83,68.24,2024-01-01
B276,year 1,76.27,34,40200.72,61.96,2024-01-01
B279,year 1,68.76,33,56821.11,77.54,2024-01-01
B280,year 1,76.14,135,264229.04,68.55,2024-01-01
B281,year 1,72.58,84,108230.83,80.02,2024-01-01
B282,year 1,78.74,11,27791.21,44.55,2024-01-01
B283,year 1,73.83,29,56282.32,68.87,2024-01-01
B285,year 1,69.28,56,93935.69,79.29,2024-01-01
B286,year 1,79.86,24,31959.4,53.51,2024-01-01
B287,year 1,72.87,66,98983.16,59.82,2024-01-01
B288,year 1,68.09,42,51175.47,71.44,2024-01-01
B290,year 1,67.47,51,90871.71,56.24,2024-01-01
B291,year 1,59.91,25,53165.01,64.46,2024-01-01
B294,year 1,76.04,24,22347.11,58.41,2024-01-01
B295,year 1,76.17,62,97646.48,68.14,2024-01-01
B296,year 1,73.22,61,91088.9,54.29,2024-01-01
B297,year 1,72.36,48,93482.4,65.49,2024-01-01
B298,year 1,76.25,32,65851.03,63.84,2024-01-01
B299,year 1,67.24,67,64267.49,39.07,2024-01-01
B300,year 1,66.84,134,215431.82,56.67,2024-01-01
B301,year 1,70.87,22,56092.02,57.21,2024-01-01
B303,year 1,66.38,47,77529.09,59.85,2024-01-01
B305,year 1,70.22,68,134442.51,71.56,2024-01-01
B307,year 1,71.69,26,45144.33,54.91,2024-01-01
B308,year 1,69.92,118,263133.86,71.17,2024-01-01
B309,year 1,68.29,38,59732.59,75.26,2024-01-01
B310,year 1,73.86,136,291773.48,56.99,2024-01-01
B312,year 1,78.62,22,43188.74,66.15,2024-01-01
B313,year 1,84.11,50,64864.59,62.25,2024-01-01
B314,year 1,74.85,122,197506.29,72.08,2024-01-01
B315,year 1,77.42,23,85879.7,66.07,2024-01-01
B316,year 1,71.66,48,61062.71,72.75,2024-01-01
B317,year 1,79.43,29,49348.85,74.2,2024-01-01
B318,year 1,71.95,43,89915.9,68.97,2024-01-01
B320,year 1,72.25,117,207170.71,77.92,2024-01-01
B321,year 1,69.71,39,72840.02,58.71,2024-01-01
B323,year 1,74.99,32,51602.89,49.76,2024-01-01
B326,year 1,77.41,93,149776.73,59.67,2024-01-01
B327,year 1,74.43,31,54354.55,62.95,2024-01-01
B328,year 1,82.2,55,109740.83,63.46,2024-01-01
B329,year 1,75.41,66,105751.03,67.01,2024-01-01
B330,year 1,71.68,54,85441.09,52.84,2024-01-01
B331,year 1,78.57,34,57707.06,58.12,2024-01-01
B332,year 1,70.99,49,97870.32,60.93,2024-01-01
B333,year 1,75.98,47,81114.27,56.39,2024-01-01
B334,year 1,77.57,89,137987.28,80.31,2024-01-01
B336,year 1,71.6,20,37807.43,51.28,2024-01-01
B339,year 1,65.68,68,120250.64,79.3,2024-01-01
B340,year 1,72.67,56,82674.03,64.12,2024-01-01
B341,year 1,79.65,38,73016.25,66.81,2024-01-01
B343,year 1,74.92,40,79471.77,56.44,2024-01-01
B346,year 1,63.91,55,83912.83,71.07,2024-01-01
B347,year 1,80.93,35,70412.24,63.39,2024-01-01
B348,year 1,64.24,36,109500.65,60.49,2024-01-01
B350,year 1,73.89,89,145066.52,55.95,2024-01-01
B351,year 1,72.27,27,49645.11,62.44,2024-01-01
B352,year 1,69.34,42,65336.35,48.45,2024-01-01
B354,year 1,77.72,31,59447.95,56.09,2024-01-01
B355,year 1,75.38,35,72478.97,59.52,2024-01-01
B356,year 1,76.08,94,176676.99,54.79,2024-01-01
B357,year 1,76.41,58,96825.09,54.04,2024-01-01
B359,year 1,65.2,56,105264.37,67.72,2024-01-01
B360,year 1,63.92,39,62485.89,58.88,2024-01-01
B361,year 1,72.85,36,87209.19,71.25,2024-01-01
B362,year 1,72.16,119,172841.93,59.57,2024-01-01
B365,year 1,68.51,59,83148.13,55.85,2024-01-01
B366,year 1,72.85,30,47019.57,60.64,2024-01-01
B367,year 1,73.35,48,91161.94,65.2,2024-01-01
B368,year 1,68.94,153,242377.11,50.04,2024-01-01
B370,year 1,73.26,95,156236.92,62.39,2024-01-01
B372,year 1,72.25,97,148959.7,71.92,2024-01-01
B374,year 1,75.18,42,54652.72,71.37,2024-01-01
B375,year 1,78.09,25,40660.43,64.67,2024-01-01
B377,year 1,74.96,55,81362.3,44.2,2024-01-01
B378,year 1,78.75,56,69753.78,52.57,2024-01-01
B379,year 1,70.97,47,76655.69,69.27,2024-01-01
B380,year 1,79.76,29,68403.98,44.98,2024-01-01
B381,year 1,67.21,50,62680.01,58.05,2024-01-01
B382,year 1,73.8,62,102035.34,57.99,2024-01-01
B383,year 1,73.53,88,140583.06,61.76,2024-01-01
B384,year 1,71.79,112,199884.19,60.1,2024-01-01
B386,year 1,81.54,54,116216.48,59.73,2024-01-01
B387,year 1,79.34,69,89999.99,45.34,2024-01-01
B388,year 1,67.83,99,223125.3,86.29,2024-01-01
B389,year 1,75.07,47,90606.74,53.88,2024-01-01
B390,year 1,70.5,36,63985.19,71.42,2024-01-01
B391,year 1,67.66,40,72273.38,37.73,2024-01-01
B393,year 1,71.35,40,53125.55,67.7,2024-01-01
B394,year 1,69.96,53,92041.72,64.22,2024-01-01
B396,year 1,75.42,48,85913.05,59.32,2024-01-01
B397,year 1,73.01,55,97866.53,66.59,2024-01-01
B398,year 1,73.4,28,37400.49,74.64,2024-01-01
B399,year 1,67.91,24,30913.09,41.04,2024-01-01
B400,year 1,86.73,30,49050.94,63.94,2024-01-01
